Problem ID,Problem Name,Title Tags,Plain Tags,Number Solved,Complexity,Class,NumberSolvedNormalized
594C,Edo and Magnets,Brute force|Two pointers,brute force|two pointers,427,0.528,Medium,0.0101458917
594B,Max and Bike,Binary search|Geometry computational geometry,binary search|geometry,320,0.781,Hard,0.0076034786
594A,Warrior and Archer,Games Sprague–Grundy theorem,games,876,0.663,Medium,0.0208145226
593E,Strange Calculation and Cats,Dynamic programming|Matrix multiplication determinant Cramer's rule systems of linear equations,dp|matrices,203,0.861,Hard,0.0048234567
593D,Happy Tree Party,Heaps binary search trees segment trees hash tables etc|Trees,data structures|trees,546,0.756,Hard,0.0129734353
593C,Beautiful Function,Constructive algorithms|Mathematics including integration differential equations etc,constructive algorithms|math,135,0.433,Medium,0.0032077175
593B,Anton and Lines,Geometry computational geometry|Sortings orderings,geometry|sortings,2674,0.781,Hard,0.063536568
593A,2Char,Brute force,brute force,4035,0.298,Easy,0.0958751129
592E,BCPC,Binary search|Geometry computational geometry|Two pointers,binary search|geometry|two pointers,114,0.781,Hard,0.0027087392
592D,Super M,Dfs and similar|Dynamic programming|Trees,dfs and similar|dp|trees,1047,0.756,Hard,0.0248776315
592C,The Big Race,Mathematics including integration differential equations etc,math,2144,0.366,Easy,0.0509433066
592B,The Monster and the Squirrel,Mathematics including integration differential equations etc,math,5322,0.366,Easy,0.1264553533
592A,PawnChess,Implementation problems programming technics simulation,implementation,4626,0,Easy,0.1099177874
591B,Rebranding,Implementation problems programming technics simulation,implementation,4896,0,Easy,0.1163332224
591A,Wizards' Duel,Mathematics including integration differential equations etc,math,6645,0.366,Easy,0.1578909851
590E,Birthday,Graph matchings König's theorem vertex cover of bipartite graph|Prefix- and Z-functions suffix structures Knuth–Morris–Pratt algorithm etc,graph matchings|strings,115,0.688,Medium,0.0027325001
590D,Top Secret Task,Dynamic programming,dp,540,0.706,Medium,0.0128308701
590C,Three States,Dfs and similar|Graphs|Shortest paths on weighted and unweighted graphs,dfs and similar|graphs|shortest paths,1062,0.732,Hard,0.0252340446
590B,Chip 'n Dale Rescue Rangers,Binary search|Geometry computational geometry|Mathematics including integration differential equations etc,binary search|geometry|math,1131,0.781,Hard,0.0268735446
590A,Median Smoothing,,,2702,0.938,Hard,0.0642018724
589M,Taxi in Berland,Shortest paths on weighted and unweighted graphs,shortest paths,67,0.732,Hard,0.0015919783
589L,Agricultural Archaeology,Greedy algorithms|Mathematics including integration differential equations etc,greedy|math,28,0.366,Easy,0.0006653044
589K,Task processing,Brute force|Mathematics including integration differential equations etc,brute force|math,154,0.366,Easy,0.0036591741
589J,Cleaner Robot,Dfs and similar|Implementation problems programming technics simulation,dfs and similar|implementation,2595,0.645,Medium,0.0616594592
589I,Lottery,Implementation problems programming technics simulation,implementation,3852,0,Easy,0.0915268735
589H,Tourist Guide,Dfs and similar,dfs and similar,471,0.645,Medium,0.0111913701
589G,Hiring,Binary search|Heaps binary search trees segment trees hash tables etc,binary search|data structures,964,0.739,Hard,0.0229054793
589F,Gourmet and Banquet,Binary search|Graph network flows|Greedy algorithms,binary search|flows|greedy,1258,0.877,Hard,0.0298911752
589E,Training with Doors,,,33,0.938,Hard,0.0007841087
589D,Boulevard,Brute force|Implementation problems programming technics simulation,brute force|implementation,1464,0.298,Easy,0.0347859146
589C,Polycarp's Masterpiece,Heaps binary search trees segment trees hash tables etc|Divide and Conquer|Dynamic programming,data structures|divide and conquer|dp,177,0.857,Hard,0.0042056741
589B,Layer Cake,Sortings orderings,sortings,1639,0.275,Easy,0.0389440669
589A,Email Aliases,Implementation problems programming technics simulation,implementation,2275,0,Easy,0.0540559806
588B,Duff in Love,Mathematics including integration differential equations etc,math,5203,0.366,Easy,0.1236278097
588A,Duff and Meat,Greedy algorithms,greedy,8169,0.353,Easy,0.1941025519
587F,Duff is Mad,Heaps binary search trees segment trees hash tables etc|Prefix- and Z-functions suffix structures Knuth–Morris–Pratt algorithm etc,data structures|strings,84,0.739,Hard,0.0019959131
587E,Duff as a Queen,Heaps binary search trees segment trees hash tables etc,data structures,138,0.739,Hard,0.0032790001
587D,Duff in Mafia,2-satisfiability|Binary search,2-sat|binary search,78,0.749,Hard,0.0018533479
587C,Duff in the Army,Heaps binary search trees segment trees hash tables etc|Trees,data structures|trees,1052,0.756,Hard,0.0249964359
587B,Duff in Beach,Dynamic programming,dp,880,0.706,Medium,0.0209095661
587A,Duff and Weight Lifting,Greedy algorithms,greedy,4392,0.353,Easy,0.1043577437
586B,Laurenty and Shop,Implementation problems programming technics simulation,implementation,4085,0,Easy,0.0970631564
586A,Alena's Schedule,Implementation problems programming technics simulation,implementation,5887,0,Easy,0.1398802452
585F,Digits of Number Pi,Dynamic programming|Implementation problems programming technics simulation|Prefix- and Z-functions suffix structures Knuth–Morris–Pratt algorithm etc,dp|implementation|strings,66,0.706,Medium,0.0015682175
585E,Present for Vitalik the Philatelist,Combinatorics|Mathematics including integration differential equations etc|Number theory: Euler function GCD divisibility etc,combinatorics|math|number theory,203,0.687,Medium,0.0048234567
585D,Lizard Era: Beginning,Meet-in-the-middle,meet-in-the-middle,611,0.658,Medium,0.0145178919
585C,Alice Bob Oranges and Apples,Number theory: Euler function GCD divisibility etc,number theory,596,0.489,Medium,0.0141614789
585B,Phillip and Trains,Dfs and similar,dfs and similar,2087,0.645,Medium,0.0495889369
585A,Gennady the Dentist,Brute force|Implementation problems programming technics simulation,brute force|implementation,2826,0.298,Easy,0.0671482203
584E,Anton and Ira,Constructive algorithms|Greedy algorithms,constructive algorithms|greedy,782,0.433,Medium,0.0185810008
584D,Dima and Lisa,Number theory: Euler function GCD divisibility etc,number theory,3209,0.489,Medium,0.0762486337
584C,Marina and Vasya,Constructive algorithms|Greedy algorithms,constructive algorithms|greedy,3187,0.433,Medium,0.0757258946
584B,Kolya and Tanya,Combinatorics,combinatorics,4765,0.687,Medium,0.1132205484
584A,Olesya and Rodion,Mathematics including integration differential equations etc,math,9070,0.366,Easy,0.2155110963
583B,Robot's Task,Implementation problems programming technics simulation,implementation,5851,0,Easy,0.1390248539
583A,Asphalting Roads,Implementation problems programming technics simulation,implementation,7511,0,Easy,0.1784678991
582E,Boolean Function,Bitmasks|Dynamic programming|Parsing expression grammar,bitmasks|dp|expression parsing,88,0.728,Medium,0.0020909566
582D,Number of Binominal Coefficients,Dynamic programming|Number theory: Euler function GCD divisibility etc,dp|number theory,69,0.706,Medium,0.0016395001
582C,Superior Periodic Subarrays,Number theory: Euler function GCD divisibility etc,number theory,433,0.489,Medium,0.010288457
582B,Once Again...,Dynamic programming|Matrix multiplication determinant Cramer's rule systems of linear equations,dp|matrices,1839,0.861,Hard,0.043696241
582A,GCD Table,Constructive algorithms|Greedy algorithms,constructive algorithms|greedy,3642,0.433,Medium,0.0865370907
581F,Zublicanes and Mumocrates,Dynamic programming|Trees|Two pointers,dp|trees|two pointers,314,0.756,Hard,0.0074609134
581E,Kojiro and Furrari,Dynamic programming|Greedy algorithms,dp|greedy,88,0.706,Medium,0.0020909566
581D,Three Logos,Bitmasks|Brute force|Constructive algorithms|Implementation problems programming technics simulation|Mathematics including integration differential equations etc,bitmasks|brute force|constructive algorithms|implementation|math,2089,0.728,Medium,0.0496364587
581C,Developing Skills,Implementation problems programming technics simulation|Sortings orderings,implementation|sortings,4394,0.275,Easy,0.1044052654
581B,Luxurious Houses,Implementation problems programming technics simulation,implementation,5956,0,Easy,0.1415197453
581A,Vasya the Hipster,Implementation problems programming technics simulation,implementation,8974,0,Easy,0.2132300527
580E,Kefa and Watch,Heaps binary search trees segment trees hash tables etc|Hashing hashtables|Prefix- and Z-functions suffix structures Knuth–Morris–Pratt algorithm etc,data structures|hashing|strings,687,0.739,Hard,0.0163237181
580D,Kefa and Dishes,Bitmasks|Dynamic programming,bitmasks|dp,2568,0.728,Medium,0.0610179157
580C,Kefa and Park,Dfs and similar|Trees,dfs and similar|trees,5391,0.756,Hard,0.1280948534
580B,Kefa and Company,Binary search|Sortings orderings|Two pointers,binary search|sortings|two pointers,5593,0.582,Medium,0.1328945493
580A,Kefa and First Steps,Brute force|Dynamic programming|Implementation problems programming technics simulation,brute force|dp|implementation,11981,0.706,Medium,0.2846789906
579B,Finding Team Member,Brute force|Implementation problems programming technics simulation|Sortings orderings,brute force|implementation|sortings,3757,0.298,Easy,0.0892695908
579A,Raising Bacteria,Bitmasks,bitmasks,8029,0.728,Medium,0.19077603
578F,Mirror Box,Matrix multiplication determinant Cramer's rule systems of linear equations|Trees,matrices|trees,32,0.861,Hard,0.0007603479
578E,Walking!,Constructive algorithms|Greedy algorithms,constructive algorithms|greedy,139,0.433,Medium,0.003302761
578D,LCS Again,Dynamic programming|Greedy algorithms,dp|greedy,256,0.706,Medium,0.0060827829
578C,Weakness and Poorness,Ternary search,ternary search,1618,0.678,Medium,0.0384450886
578B,Or Game,Brute force|Greedy algorithms,brute force|greedy,2879,0.353,Easy,0.0684075465
578A,A Problem about Polyline,Geometry computational geometry|Mathematics including integration differential equations etc,geometry|math,3227,0.781,Hard,0.0766763294
577B,Modulo Sum,Combinatorics|Heaps binary search trees segment trees hash tables etc|Dynamic programming|Two pointers,combinatorics|data structures|dp|two pointers,2888,0.739,Hard,0.0686213943
577A,Multiplication Table,Implementation problems programming technics simulation|Number theory: Euler function GCD divisibility etc,implementation|number theory,8139,0.489,Medium,0.1933897258
576E,Painting Edges,Binary search|Heaps binary search trees segment trees hash tables etc,binary search|data structures,90,0.739,Hard,0.0021384784
576D,Flights for Regular Customers,Dynamic programming|Matrix multiplication determinant Cramer's rule systems of linear equations,dp|matrices,248,0.861,Hard,0.0058926959
576C,Points on Plane,Constructive algorithms|Divide and Conquer|Geometry computational geometry|Greedy algorithms|Sortings orderings,constructive algorithms|divide and conquer|geometry|greedy|sortings,1277,0.857,Hard,0.0303426318
576B,Invariance of Tree,Constructive algorithms|Dfs and similar|Greedy algorithms|Trees,constructive algorithms|dfs and similar|greedy|trees,1034,0.756,Hard,0.0245687402
576A,Vasya and Petya's Game,Mathematics including integration differential equations etc|Number theory: Euler function GCD divisibility etc,math|number theory,4962,0.489,Medium,0.1179014399
575I,Robots protection,Heaps binary search trees segment trees hash tables etc,data structures,62,0.739,Hard,0.001473174
575H,Bots,Combinatorics|Number theory: Euler function GCD divisibility etc,combinatorics|number theory,1047,0.687,Medium,0.0248776315
575G,Run for beer,Dfs and similar|Shortest paths on weighted and unweighted graphs,dfs and similar|shortest paths,399,0.732,Hard,0.0094805874
575F,Bulbo,Dynamic programming|Greedy algorithms,dp|greedy,680,0.706,Medium,0.016157392
575E,Spectator Riots,Geometry computational geometry,geometry,42,0.781,Hard,0.0009979566
575D,Tablecity,Constructive algorithms,constructive algorithms,1417,0.433,Medium,0.0336691536
575C,Party,Bitmasks|Brute force|Graph matchings König's theorem vertex cover of bipartite graph,bitmasks|brute force|graph matchings,110,0.728,Medium,0.0026136958
575B,Bribes,Dfs and similar|Trees,dfs and similar|trees,550,0.756,Hard,0.0130684788
575A,Fibonotci,Mathematics including integration differential equations etc|Matrix multiplication determinant Cramer's rule systems of linear equations,math|matrices,152,0.861,Hard,0.0036116523
574B,Bear and Three Musketeers,Brute force|Dfs and similar|Graphs|Hashing hashtables,brute force|dfs and similar|graphs|hashing,3380,0.714,Medium,0.0803117426
